tweet_id,sarcasm_label,sarcasm_type
405072553653592064,not_sarcastic,
413240430206418944,not_sarcastic,
402275553107263488,sarcastic,
404284938889216000,sarcastic,
416970418525061120,not_sarcastic,
418166140171325440,sarcastic,
418356616484757504,not_sarcastic,
417743427892441088,sarcastic,
405457805789761536,sarcastic,
401386802302316544,sarcastic,
411259494857838592,not_sarcastic,
405002444167720960,not_sarcastic,
419288194598068224,not_sarcastic,
418061231115620352,sarcastic,
412970913982717952,sarcastic,
420736954762665984,sarcastic,
411318289164677121,sarcastic,
401970024564281344,sarcastic,
415535562318045184,sarcastic,
405779407735775232,sarcastic,
403579001597198336,sarcastic,
406804949566119936,not_sarcastic,
413146066721452032,sarcastic,
419479191164551168,not_sarcastic,
415512013171724288,sarcastic,
409522073166307329,sarcastic,
414828065676886016,sarcastic,
399967908950179840,sarcastic,
407360064887218176,sarcastic,
415135504527405058,not_sarcastic,
402788114579468288,not_sarcastic,
404564626194829312,not_sarcastic,
414341740875612160,not_sarcastic,
420449824169656320,sarcastic,
420414709066919936,not_sarcastic,
405848396369756160,not_sarcastic,
406737083123138560,not_sarcastic,
416913634703314944,sarcastic,
415673534162018304,sarcastic,
411667885765840896,sarcastic,
417857345327480833,sarcastic,
400790055520067585,not_sarcastic,
404474975425294336,sarcastic,
409248867725901824,not_sarcastic,
400381531127959552,not_sarcastic,
413396256908529665,sarcastic,
410454549866876929,not_sarcastic,
419449380706738176,sarcastic,
402095335016644608,not_sarcastic,
401031060836073472,not_sarcastic,
400994216933081088,not_sarcastic,
400817424724803584,sarcastic,
410999450686222337,not_sarcastic,
418847886471094273,not_sarcastic,
408670565709275136,sarcastic,
414685716430729216,not_sarcastic,
399180654937526272,sarcastic,
409680290505048064,sarcastic,
406939601836584961,sarcastic,
407832342770622466,not_sarcastic,
406243781017894913,sarcastic,
415495501589774336,not_sarcastic,
420143219293163520,not_sarcastic,
407336944470081536,not_sarcastic,
400364944043937793,sarcastic,
405390960257171456,not_sarcastic,
404924548354547712,not_sarcastic,
407848624949698560,not_sarcastic,
403328699837083648,sarcastic,
406552780858753025,sarcastic,
408363252473540608,sarcastic,
410276709339234304,sarcastic,
404267775268356096,sarcastic,
420049815339532288,sarcastic,
408380668511801344,sarcastic,
407896083680202752,not_sarcastic,
402138788580716544,sarcastic,
406679573716148224,sarcastic,
416478474480939008,not_sarcastic,
404500185105330176,sarcastic,
420239948059787264,sarcastic,
413325942304436224,sarcastic,
410551032553291777,not_sarcastic,
408045477352202240,sarcastic,
405367449668681728,not_sarcastic,
407934507934031872,not_sarcastic,
413100588449402880,not_sarcastic,
406315450063400960,not_sarcastic,
401690976743596032,sarcastic,
415212085971140608,sarcastic,
405005106879279105,not_sarcastic,
419460755503603712,not_sarcastic,
413830933955874817,sarcastic,
413822742358528000,sarcastic,
416956704824098816,sarcastic,
418256682372694016,sarcastic,
399170537626140672,sarcastic,
403111331449954304,not_sarcastic,
402487119236857856,not_sarcastic,
406470713781280769,not_sarcastic,
409108669385564161,sarcastic,
406268294786584578,sarcastic,
413114467963404289,sarcastic,
418459698933669888,not_sarcastic,
408761265373212672,not_sarcastic,
417007472545923072,not_sarcastic,
418277602579587073,sarcastic,
418487691626704897,not_sarcastic,
399120865159159809,sarcastic,
414937238313521153,sarcastic,
405717398793486336,sarcastic,
420279824616132608,not_sarcastic,
404741268846022656,sarcastic,
400658393595400192,sarcastic,
414372035528110080,sarcastic,
400258402599051264,not_sarcastic,
409811486584754176,not_sarcastic,
417237322804232192,not_sarcastic,
404823525292113920,sarcastic,
420722121979858944,sarcastic,
413020288759001088,not_sarcastic,
419936667781197824,not_sarcastic,
400455595863441408,not_sarcastic,
418228479520276480,sarcastic,
418895355623661568,not_sarcastic,
414189387115552768,sarcastic,
402163881520676864,not_sarcastic,
409101707465875456,not_sarcastic,
409656780885876736,not_sarcastic,
415535846666686464,sarcastic,
410202834874171392,sarcastic,
407531266028748800,sarcastic,
402729620749156352,sarcastic,
405860976466997249,sarcastic,
415861690689789952,not_sarcastic,
403987934992281600,not_sarcastic,
420892372470628352,not_sarcastic,
410175690588569601,not_sarcastic,
400371444133027840,sarcastic,
400370445523750912,not_sarcastic,
411184616377425920,not_sarcastic,
404491850188197888,not_sarcastic,
408534195984531457,not_sarcastic,
416482374202191873,not_sarcastic,
410132036972998656,not_sarcastic,
405348857199861760,sarcastic,
402751036840230912,not_sarcastic,
401777190271860737,not_sarcastic,
420025265025085441,sarcastic,
415443142775554050,sarcastic,
401409733669552128,sarcastic,
417956781516550144,sarcastic,
399984116202209280,sarcastic,
409956906170478592,not_sarcastic,
402544571307266049,not_sarcastic,
413051746647556096,sarcastic,
401097122289700864,sarcastic,
412617212243898368,sarcastic,
417658628787933184,not_sarcastic,
412946063071641600,sarcastic,
400749913933643776,sarcastic,
406696759604543488,sarcastic,
405365960313688064,sarcastic,
414103368689147904,not_sarcastic,
420038080142114817,sarcastic,
417855038472454144,sarcastic,
417991671377174528,not_sarcastic,
409453071438479360,sarcastic,
410096246159052800,sarcastic,
403555471719940096,not_sarcastic,
404394711945076736,not_sarcastic,
404079162597855232,sarcastic,
411739323307159552,not_sarcastic,
408657235632717825,not_sarcastic,
414551204589744128,not_sarcastic,
408622824836722689,sarcastic,
418330247634116608,not_sarcastic,
409780979893432320,not_sarcastic,
410474758703030272,sarcastic,
420361475455078400,not_sarcastic,
419851700795879424,not_sarcastic,
418359716654219264,sarcastic,
407255900152279040,not_sarcastic,
414845751551086593,not_sarcastic,
403914315519897600,sarcastic,
402801903341682688,sarcastic,
405075391431188480,sarcastic,
410802767062921216,not_sarcastic,
400822139139280896,not_sarcastic,
407869050211934209,sarcastic,
420526312051073024,not_sarcastic,
404700899018162176,not_sarcastic,
402104326555836416,sarcastic,
418090286942674944,not_sarcastic,
404448989409333248,sarcastic,
401259921305374720,sarcastic,
404410250658189312,not_sarcastic,
410208030702051328,sarcastic,
412782693768638465,sarcastic,
403293374469271552,not_sarcastic,
408539901966442496,not_sarcastic,
410619771546124288,sarcastic,
416488434212306944,not_sarcastic,
402860686969012224,sarcastic,
403658708174897153,sarcastic,
401188367791955969,sarcastic,
418129895533735936,not_sarcastic,
400081843086565376,not_sarcastic,
420023266393092096,not_sarcastic,
414435119043477504,sarcastic,
406227931778650112,sarcastic,
406550674495635456,not_sarcastic,
400262797831196673,not_sarcastic,
420102347881467904,not_sarcastic,
415158817773875200,not_sarcastic,
420215484303147008,not_sarcastic,
409936437090328577,sarcastic,
415022726659571713,not_sarcastic,
401260381718331392,sarcastic,
419124951577157632,sarcastic,
411657857437040640,not_sarcastic,
417031783771697152,sarcastic,
407813891335274496,not_sarcastic,
413816040108220416,not_sarcastic,
410550385326456832,sarcastic,
400263548212764672,sarcastic,
400008838365327360,sarcastic,
405359378959589376,sarcastic,
401834044238733312,sarcastic,
403828288403275776,not_sarcastic,
420671406393671680,not_sarcastic,
414586906090176512,sarcastic,
406831290726350848,sarcastic,
414317749758734336,not_sarcastic,
406902059485904896,not_sarcastic,
407218737629392896,sarcastic,
418960583489114112,sarcastic,
413087477629718528,not_sarcastic,
413421759648378880,sarcastic,
404759336372953088,sarcastic,
407731016175202304,sarcastic,
400933237075111936,not_sarcastic,
419602936692350976,not_sarcastic,
413481375438606336,sarcastic,
408478784594403328,sarcastic,
412893896960901120,not_sarcastic,
400933708922101761,not_sarcastic,
409309853585133568,not_sarcastic,
403329461916934145,sarcastic,
416794728030433280,not_sarcastic,
420822205748879361,sarcastic,
401110202423844864,not_sarcastic,
404266742220079104,sarcastic,
413711988427358208,not_sarcastic,
412302688898936832,sarcastic,
417356978680131584,sarcastic,
412654420183117825,sarcastic,
414817700817694720,not_sarcastic,
400257621988745216,not_sarcastic,
403273775300366337,not_sarcastic,
414753730488049664,not_sarcastic,
414331412360466432,not_sarcastic,
418846674161631232,sarcastic,
420802494453661696,not_sarcastic,
408429203512508416,not_sarcastic,
410035670254493696,sarcastic,
406949701703856128,sarcastic,
410816909735518208,not_sarcastic,
402197959892164608,sarcastic,
420300334616293377,not_sarcastic,
404783764275863552,not_sarcastic,
406188299221352448,sarcastic,
419805887025659904,not_sarcastic,
400744303548710912,sarcastic,
420660535357898752,not_sarcastic,
408637666062655488,sarcastic,
407319527337111552,sarcastic,
413195786059411456,not_sarcastic,
408705981431164928,sarcastic,
415650665986154497,sarcastic,
406941775920922624,sarcastic,
405732068627578880,sarcastic,
417577371839913984,not_sarcastic,
401593099110985728,not_sarcastic,
406084197707558912,sarcastic,
404366467782963200,not_sarcastic,
418630914210799616,sarcastic,
405449493677502464,sarcastic,
405245612582387712,sarcastic,
409144039947001856,not_sarcastic,
399636274903920640,sarcastic,
403743670983479296,sarcastic,
405813988954345472,not_sarcastic,
420455065636577280,sarcastic,
418058233031319552,not_sarcastic,
404304128953692160,not_sarcastic,
410160075102502912,not_sarcastic,
413265688602476544,not_sarcastic,
411523509546790912,not_sarcastic,
403764953305198592,sarcastic,
399888364981477376,sarcastic,
402159740094267392,sarcastic,
406104711004430336,not_sarcastic,
414570132930052097,sarcastic,
408614934571143168,not_sarcastic,
413507719107469312,not_sarcastic,
402875723071094784,sarcastic,
412581813656121344,sarcastic,
406519408605945856,not_sarcastic,
417451879572852736,sarcastic,
419094105848033280,not_sarcastic,
409787556062969860,sarcastic,
404016297815465984,sarcastic,
406497824444923904,not_sarcastic,
400786601485144064,not_sarcastic,
420294665930563584,not_sarcastic,
410195074157260800,sarcastic,
408991580473659392,sarcastic,
404972342289629184,sarcastic,
404251461347209216,not_sarcastic,
414839511693029376,not_sarcastic,
406874980983787520,not_sarcastic,
407908183534231552,not_sarcastic,
416910366145118208,sarcastic,
418085846672474112,not_sarcastic,
402238894361833472,sarcastic,
420134599482540032,not_sarcastic,
410189772968042497,sarcastic,
409285349245206528,sarcastic,
412917050303340545,not_sarcastic,
411673330119221249,sarcastic,
404649855056101376,sarcastic,
405053100567699456,sarcastic,
414238991362560001,sarcastic,
407238209203372033,not_sarcastic,
403676698048483328,sarcastic,
418207372344299520,not_sarcastic,
401799182203514881,not_sarcastic,
408108730882871297,not_sarcastic,
409501887423975424,sarcastic,
407201741180907521,sarcastic,
411710320701620224,sarcastic,
408304902734352384,not_sarcastic,
413970874099048448,sarcastic,
420004239964786688,not_sarcastic,
411627177730273280,sarcastic,
418847698897219584,sarcastic,
405354024871817217,sarcastic,
418673047667630080,not_sarcastic,
404933159055142912,not_sarcastic,
405784175896428545,not_sarcastic,
405249762024095744,not_sarcastic,
413296552212316160,sarcastic,
409316933482196992,not_sarcastic,
410208812986294272,not_sarcastic,
417342375736774656,not_sarcastic,
402532747035832320,sarcastic,
400541575119650817,not_sarcastic,
418745924467175424,not_sarcastic,
418196214308294657,sarcastic,
418140501406003200,sarcastic,
399658692955484162,sarcastic,
403197105814384640,not_sarcastic,
414759685024387072,not_sarcastic,
410272094417457152,sarcastic,
419065654621126656,not_sarcastic,
409665339908444160,not_sarcastic,
409667028967239680,sarcastic,
409262595766374401,not_sarcastic,
414751426548887552,sarcastic,
403847443491852288,not_sarcastic,
402624092404060160,sarcastic,
415533195203862528,not_sarcastic,
407714839562158080,sarcastic,
404882238002581504,not_sarcastic,
411411140086734848,not_sarcastic,
403231840695111680,not_sarcastic,
402864078034464768,sarcastic,
417866660687519745,sarcastic,
409847899258761217,sarcastic,
409096594382807040,not_sarcastic,
403629786196484096,not_sarcastic,
414081697328541696,not_sarcastic,
418727716397916160,not_sarcastic,
403941284315791360,sarcastic,
419231392971517952,sarcastic,
417591687733870592,not_sarcastic,
413266856523231233,not_sarcastic,
409064664191209472,sarcastic,
407669309524029440,sarcastic,
407011308975185920,not_sarcastic,
408541519675551745,sarcastic,
418711168946307072,sarcastic,
402662030894981120,not_sarcastic,
407504705539948545,not_sarcastic,
415058836144128000,not_sarcastic,
401469651064221697,not_sarcastic,
409823421015805952,not_sarcastic,
420149174475456512,not_sarcastic,
400833208125624320,sarcastic,
399369053137293312,sarcastic,
409026213470928897,not_sarcastic,
411056397640404993,not_sarcastic,
402924171665375232,not_sarcastic,
417485580407422976,sarcastic,
417744762733461504,not_sarcastic,
417373710916792320,not_sarcastic,
418213313156100096,sarcastic,
413653238815019009,sarcastic,
401796595886596096,sarcastic,
411431148850786304,sarcastic,
413826786334486528,sarcastic,
406362307833233408,sarcastic,
418571640117530624,not_sarcastic,
417523135378759681,sarcastic,
417840353543458817,not_sarcastic,
399295122309144576,sarcastic,
399752884629557248,sarcastic,
414071774478098432,not_sarcastic,
407047168554323968,sarcastic,
409953301149392897,not_sarcastic,
404982108814606336,not_sarcastic,
407980895543762944,not_sarcastic,
419282687099039745,sarcastic,
413694469385355265,not_sarcastic,
400614482117812224,sarcastic,
414992678560858112,not_sarcastic,
399938892469907456,sarcastic,
417714476902019072,sarcastic,
402819264555384832,sarcastic,
415439945286029312,sarcastic,
401290400918695936,not_sarcastic,
407386898882363392,not_sarcastic,
412287542893887488,sarcastic,
409478654134337536,sarcastic,
411975647985033216,not_sarcastic,
408064882819731456,sarcastic,
400243680780775424,sarcastic,
419749136196321281,not_sarcastic,
404000981656272896,not_sarcastic,
411458271501766656,not_sarcastic,
406056645874049024,not_sarcastic,
399987083705462784,sarcastic,
409389250879057920,not_sarcastic,
415373359585574913,sarcastic,
420351921619501056,sarcastic,
400903333239869440,not_sarcastic,
406067197887660033,sarcastic,
409351147342663680,not_sarcastic,
409005552543731712,sarcastic,
418132572594798592,sarcastic,
408716882783797248,not_sarcastic,
420807021038817280,sarcastic,
410806264579768320,not_sarcastic,
408858253284503552,sarcastic,
417360778636058624,sarcastic,
409124253502832641,not_sarcastic,
417311986217533442,sarcastic,
409477686344441856,sarcastic,
407474513694040066,sarcastic,
408060951363985408,sarcastic,
414028238659149824,not_sarcastic,
407841643631366144,sarcastic,
403208457308086272,sarcastic,
402692407751237632,sarcastic,
408457572945887232,sarcastic,
409944295878053888,sarcastic,
406460002984292352,not_sarcastic,
400632316093300736,not_sarcastic,
400183752438984704,not_sarcastic,
413787931938394112,not_sarcastic,
408899185300086784,not_sarcastic,
400384975305842688,sarcastic,
415106828302041088,not_sarcastic,
414400851059302400,not_sarcastic,
413362744922873856,not_sarcastic,
418182873267437568,sarcastic,
412568080980914176,not_sarcastic,
418804186671632385,sarcastic,
405928960426377217,sarcastic,
401399816791814144,sarcastic,
401020516217020416,sarcastic,
402128766253539328,not_sarcastic,
412282330653671424,sarcastic,
410443613949415424,not_sarcastic,
414263761969483776,sarcastic,
402179030306136064,not_sarcastic,
416635585215086592,not_sarcastic,
402950564725534720,not_sarcastic,
401949455491948544,sarcastic,
409232923024302080,not_sarcastic,
402436561440370688,sarcastic,
405667623137861633,not_sarcastic,
408497143834755072,not_sarcastic,
416747678781825024,not_sarcastic,
402893038667964416,not_sarcastic,
412876974982307840,not_sarcastic,
412075712896442368,sarcastic,
418334256876617728,not_sarcastic,
417444000694427648,sarcastic,
420692623938965504,not_sarcastic,
407841515017621504,sarcastic,
413001221562441728,sarcastic,
419337032197222400,not_sarcastic,
419361586822656000,sarcastic,
409803384158703616,sarcastic,
413319431641890816,not_sarcastic,
418464432101289984,not_sarcastic,
400841595207294976,sarcastic,
411068776135016448,not_sarcastic,
414874702230736896,not_sarcastic,
402603572648751104,not_sarcastic,
401072385375236096,not_sarcastic,
416427421798129664,sarcastic,
406934294842839040,not_sarcastic,
407432119707631616,sarcastic,
401773194107158528,not_sarcastic,
413938077401227264,not_sarcastic,
402471921365057536,not_sarcastic,
404122825868730368,sarcastic,
403949083217260544,not_sarcastic,
405272267707252738,not_sarcastic,
400521529152524288,not_sarcastic,
402632938673958913,sarcastic,
420447346141310976,sarcastic,
418956850294321153,sarcastic,
410168969489039360,not_sarcastic,
420791797229436928,sarcastic,
408810764510572544,sarcastic,
411340997474664448,not_sarcastic,
403953374288048128,not_sarcastic,
417347862071357440,sarcastic,
402217683657060352,sarcastic,
413389063605846016,sarcastic,
413596232141918208,not_sarcastic,
416682532605005824,not_sarcastic,
414692432555438080,not_sarcastic,
418598255862493185,not_sarcastic,
412016159035113472,sarcastic,
410835576275746816,not_sarcastic,
417503425325068288,sarcastic,
418496870273798144,not_sarcastic,
417556197030776832,sarcastic,
415649858826285056,sarcastic,
402096856814985216,not_sarcastic,
406617416014528512,sarcastic,
399240904835227648,sarcastic,
418472802002280448,sarcastic,
405129567490555904,sarcastic,
418256514592145408,sarcastic,
405699169932681217,not_sarcastic,
401412065148944384,not_sarcastic,
405934852681502721,sarcastic,
413147178261946368,sarcastic,
411442306286624768,sarcastic,
415868011099463680,not_sarcastic,
413467344380252162,not_sarcastic,
412001638413770752,not_sarcastic,
404970372929318913,not_sarcastic,
401583009217781760,sarcastic,
405602847397392384,not_sarcastic,
418144346853363712,sarcastic,
418510676416409600,not_sarcastic,
414503621498515456,not_sarcastic,
406160881018753024,sarcastic,
413943221530935296,not_sarcastic,
401497352587853824,sarcastic,
403206401864237056,sarcastic,
419843620980535296,sarcastic,
402313988534308864,sarcastic,
402156424190361600,not_sarcastic,
411252557701713920,sarcastic,
400704634131861505,sarcastic,
399217835404431360,sarcastic,
418707900240891904,sarcastic,
407987202446999552,sarcastic,
412228924903411712,not_sarcastic,
406292514443124736,not_sarcastic,
411823618591830016,not_sarcastic,
414707631379730432,not_sarcastic,
413473061531549696,sarcastic,
401344646041051136,sarcastic,
411406872579567616,not_sarcastic,
412590065622065152,not_sarcastic,
405469811213217792,not_sarcastic,
417351305116786688,sarcastic,
406447704986755072,not_sarcastic,
417858661105819648,not_sarcastic,
400708155258449920,not_sarcastic,
402344686142373888,not_sarcastic,
409464359060901889,not_sarcastic,
417386444966338560,sarcastic,
409233450223534080,sarcastic,
408367458937221120,not_sarcastic,
420277381107314688,sarcastic,
408018476658225152,sarcastic,
404408564841988096,sarcastic,
417897303467651072,sarcastic,
410020925996687360,not_sarcastic,
402270915016130560,sarcastic,
415194924208758784,not_sarcastic,
418462994222182400,sarcastic,
400611556766928896,not_sarcastic,
415155970126266368,not_sarcastic,
410515808306339840,not_sarcastic,
415098172898160641,sarcastic,
403641153599176705,sarcastic,
409954167919099904,not_sarcastic,
402841530181754880,sarcastic,
402163751774064640,not_sarcastic,
405712438286639105,not_sarcastic,
411633338173358081,not_sarcastic,
412489470416801792,not_sarcastic,
411996502941507584,sarcastic,
